Age,EdLevel,Gender,YearsCode,YearsCodePro,ComputerSkills,Accessibility,MentalHealth,MainBranch
1,2,0,19,15,7,0,0,1
0,1,0,6,5,22,0,1,1
0,2,0,7,3,17,0,1,1
0,3,0,17,7,4,0,0,1
0,2,0,9,5,21,0,1,1
0,3,0,14,3,16,0,1,1
0,2,0,15,6,2,0,0,0
0,4,1,3,3,14,0,0,0
1,3,0,30,20,4,0,0,1
0,2,0,20,10,9,0,0,1
1,3,0,14,11,5,0,0,1
0,2,0,29,13,17,0,1,1
1,1,0,20,16,9,0,1,1
1,2,0,23,7,13,0,1,1
1,1,0,33,25,9,0,0,1
0,2,0,8,5,19,0,0,0
1,1,0,22,12,12,0,1,1
0,3,1,1,0,2,0,0,0
0,2,1,11,0,17,0,1,1
1,4,0,40,25,14,0,1,1
0,2,1,3,2,14,0,0,1
0,2,0,7,2,17,0,0,1
0,2,0,10,7,24,0,0,1
0,2,0,3,6,12,0,0,1
0,2,0,14,4,5,0,0,1
0,1,0,11,5,20,0,0,1
0,3,0,14,14,9,0,1,1
0,2,0,8,4,16,0,1,1
1,1,0,27,15,4,0,0,1
0,2,0,13,10,8,0,1,1
1,2,0,38,21,15,0,1,1
0,3,0,8,5,5,0,1,0
1,2,0,22,16,6,0,1,1
0,3,0,10,5,4,0,0,1
0,2,0,12,8,18,0,0,1
0,3,0,10,7,7,0,0,1
1,3,0,40,34,9,0,0,1
0,3,0,10,1,4,0,0,1
0,2,0,7,2,27,0,0,0
0,3,0,7,2,25,0,0,1
1,3,0,16,13,2,0,1,0
0,4,2,20,3,7,1,1,1
1,3,0,21,16,17,0,0,1
1,2,0,17,14,19,0,0,1
0,1,0,7,5,17,0,0,1
1,3,0,30,13,2,0,0,1
0,2,0,4,2,19,0,0,1
0,1,0,5,3,12,0,1,1
1,3,0,20,12,22,0,0,1
1,4,0,21,13,8,0,0,1
0,2,0,4,4,14,0,0,1
0,3,1,16,3,8,0,1,1
1,1,0,24,22,11,0,0,0
0,2,0,10,7,12,0,0,1
1,2,0,30,15,27,0,0,1
0,0,0,11,2,19,0,1,1
0,0,0,5,4,16,0,0,1
0,3,0,11,3,3,0,0,1
0,3,2,10,4,17,0,1,1
0,2,0,10,3,8,0,0,1
0,2,0,3,3,5,0,0,1
0,2,0,10,3,14,0,0,1
1,3,0,25,16,33,0,0,1
1,2,0,20,20,8,0,0,1
0,0,0,8,7,20,0,0,1
0,1,0,12,5,19,0,0,1
0,4,0,12,2,1,0,0,0
0,3,0,18,15,12,0,1,1
0,2,0,7,1,7,0,0,1
0,2,0,2,1,9,1,1,1
1,1,0,23,23,20,0,0,1
0,2,0,18,12,17,0,0,1
0,1,0,6,0,34,0,0,1
0,2,0,13,13,7,0,0,1
0,0,0,11,7,23,0,0,1
0,2,0,4,2,22,0,0,1
1,0,0,23,17,10,1,1,1
1,1,0,31,23,7,0,0,1
0,1,0,8,6,9,0,0,1
0,2,0,8,6,14,0,0,1
0,2,0,13,11,18,0,0,1
0,2,1,10,5,7,0,0,1
0,3,0,15,6,12,0,0,1
0,1,0,4,3,26,0,0,1
0,2,0,13,10,7,0,0,1
1,3,0,21,10,16,0,1,1
1,1,0,10,10,16,0,0,1
0,0,0,10,10,13,0,0,1
0,3,0,12,2,6,0,0,1
0,3,0,7,4,20,0,0,1
1,2,0,26,14,10,0,0,0
1,0,0,33,23,20,0,1,1
0,1,0,15,12,25,1,1,1
0,1,0,5,3,16,0,0,1
1,2,0,20,15,6,0,0,1
0,2,0,2,4,16,0,0,0
0,2,0,10,6,13,0,1,1
0,1,0,7,5,11,0,0,1
0,0,0,2,0,18,0,0,1
0,1,0,10,7,20,0,0,1
1,2,0,40,36,8,0,1,1
0,0,0,3,1,14,0,0,1
1,0,0,30,25,14,0,0,1
0,2,0,4,3,19,0,0,1
1,3,0,21,16,19,0,0,1
0,3,0,12,10,9,0,0,1
1,3,0,18,15,10,0,0,1
1,2,0,25,19,26,0,0,1
0,2,0,7,5,17,0,0,1
1,2,0,4,3,7,0,0,1
0,1,1,6,3,12,0,1,1
1,1,0,35,10,8,0,0,0
0,3,0,18,7,6,0,0,1
1,3,0,22,19,16,0,0,1
0,2,1,12,7,8,0,0,0
1,3,0,15,11,13,0,0,1
1,3,0,30,20,7,0,0,1
0,2,0,7,2,15,0,0,1
1,2,0,21,16,28,0,0,1
1,2,0,18,14,14,0,0,1
0,2,0,5,3,5,0,0,1
0,2,0,8,4,14,0,0,1
0,4,0,15,8,2,0,0,1
0,0,0,17,14,18,0,1,1
0,1,0,14,10,33,0,0,1
1,0,0,20,20,7,0,0,1
1,3,0,22,19,18,0,0,1
0,0,0,10,10,15,0,0,1
0,0,0,4,2,25,0,0,1
0,2,0,12,8,10,0,0,1
1,4,0,45,20,12,0,0,0
0,3,2,3,2,16,0,0,1
0,0,0,4,1,9,0,0,1
0,4,0,20,3,25,0,1,0
0,2,0,15,10,12,0,0,0
0,2,0,14,9,12,0,1,1
0,3,0,15,8,15,0,0,1
0,3,0,6,5,14,0,0,1
0,2,0,3,0,16,0,0,1
0,2,0,6,5,13,0,0,1
0,2,0,12,2,16,0,0,1
0,2,0,6,12,27,0,1,1
1,2,0,10,7,14,0,1,1
1,2,0,30,15,9,0,1,0
0,3,0,10,5,14,0,1,1
1,3,0,22,14,18,0,0,1
1,2,0,18,18,7,0,0,1
0,1,0,8,5,11,0,0,1
0,2,0,12,10,8,0,0,1
0,2,0,7,3,26,0,1,1
1,2,0,30,22,19,0,0,1
0,2,0,6,3,12,1,0,1
0,2,0,14,7,15,0,1,1
0,2,0,5,0,12,0,1,0
1,2,0,18,13,6,0,1,1
0,4,0,18,2,18,0,0,1
1,1,0,40,32,17,0,0,1
1,4,0,10,6,12,1,1,1
0,2,0,9,3,9,0,1,1
0,2,0,17,10,12,0,0,1
0,2,0,12,5,14,0,0,1
0,2,0,12,10,17,0,1,1
1,2,0,24,17,10,0,0,1
0,2,0,7,5,5,0,0,1
0,3,0,15,12,11,0,0,1
0,2,0,9,6,13,0,0,1
1,2,0,14,7,7,0,0,0
0,3,0,14,5,2,0,0,1
0,2,0,15,13,17,0,1,1
1,4,0,20,8,9,0,0,1
0,2,0,5,3,11,0,0,1
0,3,0,5,7,6,0,0,0
0,1,0,5,1,15,0,0,1
0,2,0,7,3,10,0,0,1
0,3,0,10,2,11,0,0,1
0,2,0,8,0,10,0,0,1
0,2,0,8,5,17,0,0,1
1,0,0,25,20,10,0,0,1
1,3,0,15,11,15,0,1,1
0,2,0,3,0,7,0,0,1
0,2,0,7,2,5,0,0,1
1,2,0,18,2,19,0,1,1
0,2,1,12,8,7,0,0,1
0,3,0,16,8,21,0,1,1
1,3,0,22,22,14,0,0,1
0,3,0,12,9,8,0,0,0
1,3,0,28,23,24,1,0,1
1,1,0,10,8,13,0,0,0
0,0,0,4,3,16,0,0,1
0,2,0,11,5,9,0,0,1
0,2,0,15,10,5,0,0,1
1,2,0,25,23,13,0,0,1
0,2,0,5,4,16,0,0,1
0,2,0,13,8,12,0,1,1
0,3,0,12,6,10,0,0,1
0,4,0,11,6,4,0,1,0
0,2,0,13,8,10,0,0,1
0,2,0,6,2,14,0,0,1
0,3,0,12,2,11,0,0,1
1,3,0,13,10,8,0,0,1
0,3,0,10,6,9,0,0,1
0,2,0,10,5,10,1,0,1
0,0,0,11,6,23,0,0,1
0,2,0,17,12,9,0,1,1
0,3,0,3,0,3,0,0,0
0,2,0,6,11,6,0,0,1
0,1,0,7,5,18,0,0,1
0,2,0,10,2,26,0,0,1
0,2,0,6,5,12,0,0,1
0,3,0,15,9,10,0,0,1
0,3,0,7,3,28,0,0,1
1,2,0,25,20,8,0,1,1
0,2,0,15,7,28,0,0,1
0,1,0,8,8,21,0,0,1
0,2,0,9,3,20,0,1,1
1,2,0,34,3,14,0,1,1
0,3,0,13,2,6,0,0,0
0,2,0,10,4,16,0,1,1
1,2,0,15,11,11,0,0,1
0,2,0,5,2,15,0,0,1
0,1,0,17,7,23,0,0,1
0,2,0,8,5,28,0,0,1
0,2,0,14,9,9,0,0,1
1,2,0,10,6,22,0,0,1
0,1,0,4,3,16,0,0,1
0,2,0,7,2,11,0,0,1
0,0,0,5,1,10,0,1,1
0,2,0,6,2,13,0,0,1
1,2,1,22,20,4,0,0,0
0,2,1,0,0,1,0,0,0
0,2,1,4,2,26,0,1,1
0,4,0,10,4,7,0,0,1
0,1,0,25,5,22,0,1,1
0,2,0,2,0,9,0,0,1
0,1,0,11,8,8,0,0,1
0,3,0,23,10,23,0,1,1
0,2,0,7,3,18,0,0,1
0,2,0,7,3,9,0,0,1
0,3,0,7,4,14,0,0,1
1,2,0,40,25,19,1,1,1
0,4,0,15,6,5,0,0,1
0,3,1,10,5,4,0,1,0
0,0,0,4,5,15,0,0,1
0,2,0,15,2,16,0,0,1
0,3,0,15,10,16,0,1,1
0,2,0,10,3,15,0,1,1
0,2,1,8,2,5,0,0,1
0,3,0,20,8,16,0,0,1
0,4,0,15,3,8,0,0,0
1,1,2,41,23,9,0,0,1
0,3,0,10,6,9,0,0,1
1,0,0,47,47,4,0,0,1
0,2,0,10,4,20,0,0,1
0,0,2,2,0,16,0,0,1
1,2,0,25,17,21,0,0,1
1,3,0,21,18,12,0,0,1
0,2,0,7,3,17,1,0,1
0,2,0,7,3,14,0,0,1
1,2,0,25,15,5,0,0,1
1,1,0,30,12,15,0,1,1
0,2,2,8,7,16,0,0,1
0,3,0,10,5,14,0,0,1
1,3,0,22,17,10,0,0,1
0,4,0,15,5,13,0,0,1
0,2,0,12,5,7,0,0,1
0,1,0,13,6,6,1,1,1
0,2,0,5,1,7,0,1,0
0,1,0,8,5,28,0,0,1
0,3,0,14,8,8,0,1,1
0,2,0,6,1,16,0,0,1
0,3,0,11,6,2,1,0,0
0,3,0,14,9,23,0,0,1
0,2,0,11,6,1,0,0,1
0,2,0,6,2,17,0,0,1
1,2,0,34,24,7,0,0,1
0,2,0,15,12,17,0,1,1
0,3,1,3,0,8,0,0,0
0,2,0,5,3,9,0,0,1
0,2,1,15,1,15,0,1,1
0,3,1,7,5,9,0,0,1
1,2,0,35,30,24,0,0,1
0,2,0,10,8,12,0,0,1
0,3,0,11,5,5,0,0,1
0,0,0,2,0,9,1,1,1
1,0,0,25,22,34,0,0,1
1,2,0,20,15,14,0,0,1
0,2,0,5,4,19,0,0,1
1,3,0,47,40,2,0,0,1
0,3,0,11,5,14,0,0,1
1,3,0,29,23,10,0,0,1
0,3,0,15,10,4,0,0,1
0,2,0,8,4,13,0,0,1
0,3,0,15,4,7,0,0,1
0,4,0,13,8,18,0,0,0
1,3,0,24,20,12,0,0,1
0,0,0,5,2,7,0,0,1
0,2,0,9,8,21,0,1,1
0,2,0,4,2,17,0,0,1
0,1,0,5,2,16,0,1,1
0,1,0,5,3,16,0,0,1
0,2,0,10,6,1,0,0,1
1,4,0,38,32,5,0,1,1
1,3,0,34,34,9,0,0,1
0,2,0,7,4,6,0,0,1
0,3,0,11,9,6,0,0,1
0,1,0,6,1,7,0,0,1
0,2,0,6,0,5,0,0,1
0,2,0,8,6,10,0,0,1
0,2,0,11,11,12,0,0,1
1,4,0,20,12,4,0,0,0
0,2,0,4,3,18,0,0,1
1,3,0,24,14,6,0,0,1
1,3,0,8,7,12,0,1,0
0,3,0,9,4,7,0,1,1
0,1,0,5,3,10,0,1,1
1,3,0,23,13,10,0,0,1
1,2,0,16,13,17,0,1,1
0,4,0,15,10,9,0,0,1
0,1,0,5,4,7,0,0,1
0,2,1,3,2,5,0,0,1
0,3,2,10,6,19,0,0,1
0,2,0,12,6,12,0,0,1
0,2,0,6,4,17,0,0,1
0,2,0,6,0,25,0,1,1
1,2,0,38,35,14,0,0,1
1,3,0,39,38,2,0,0,0
0,1,0,8,5,15,0,1,1
1,3,0,17,15,36,0,0,1
0,3,0,10,6,14,0,0,1
0,0,0,10,0,13,0,0,1
0,2,0,7,5,20,0,0,1
0,1,1,19,12,4,0,0,0
0,2,0,5,2,7,0,1,1
0,2,0,9,4,16,0,0,1
1,2,0,33,28,15,0,0,1
1,3,0,17,12,14,0,0,1
1,2,0,34,22,22,0,0,1
0,2,0,7,3,15,0,0,1
0,2,0,13,10,6,0,0,1
0,2,0,10,4,10,0,0,1
0,3,0,12,4,13,0,0,1
1,2,0,20,16,14,0,0,1
0,3,0,12,9,11,0,0,1
0,4,0,15,8,9,0,0,1
0,1,0,24,9,15,0,0,1
0,3,0,13,8,6,0,0,1
1,3,0,17,10,13,0,0,1
0,2,0,13,10,10,0,1,1
1,4,0,26,9,6,0,1,1
1,1,0,6,6,7,0,0,1
0,2,0,9,6,8,0,0,1
1,3,0,19,16,16,0,0,1
0,2,0,10,3,6,0,0,1
1,4,0,12,12,4,0,0,0
0,0,0,22,12,24,0,1,1
0,2,0,5,1,10,0,0,1
0,1,0,6,5,4,0,0,1
0,3,1,10,6,8,0,0,1
0,2,0,7,2,15,0,0,1
1,1,0,40,33,9,1,0,1
1,4,0,25,11,5,0,0,1
0,2,0,3,3,9,0,0,1
0,2,0,7,4,12,0,0,1
1,2,0,24,16,10,0,0,1
1,3,0,17,13,3,0,0,1
1,3,0,35,15,13,0,1,1
1,2,0,21,16,4,0,0,1
0,3,0,17,2,5,0,0,1
0,0,0,7,1,21,0,0,1
0,1,0,18,2,14,0,0,0
0,3,0,10,4,7,0,0,1
0,2,0,13,7,22,0,0,1
0,3,0,13,10,19,0,1,1
1,2,0,20,15,9,0,0,1
0,3,0,22,10,13,0,0,1
0,2,0,5,4,24,0,1,1
0,3,0,7,3,13,0,0,1
1,2,0,5,3,10,0,0,0
0,2,0,8,7,15,0,1,1
1,2,0,20,0,21,0,0,1
0,3,0,15,2,6,0,0,1
0,4,0,14,6,4,0,1,1
0,3,0,21,9,9,0,1,1
0,1,0,9,5,14,0,0,1
1,2,0,40,34,11,0,0,1
0,0,0,8,7,4,0,0,1
0,3,0,10,10,16,0,0,1
0,0,0,10,7,26,0,0,1
0,2,2,6,3,8,0,1,1
0,0,0,5,4,5,0,0,1
0,0,0,3,3,17,0,0,1
0,3,0,13,11,10,0,0,0
1,2,0,34,29,6,0,0,1
1,2,0,20,14,15,0,1,1
0,2,0,8,2,19,0,0,1
0,2,0,5,3,10,0,1,1
0,3,0,7,6,10,0,0,1
1,2,0,4,3,10,0,0,1
0,2,0,2,2,16,0,0,1
1,2,0,15,10,13,0,1,1
0,3,0,10,5,18,0,0,1
0,3,0,20,10,17,0,0,1
0,2,0,8,4,19,0,0,1
0,3,0,7,1,4,0,0,1
0,2,0,10,9,36,0,1,1
0,3,0,15,8,22,0,0,1
0,2,0,6,5,4,0,0,1
0,2,0,5,1,15,0,0,1
0,2,0,14,10,9,0,0,1
0,2,0,11,5,12,0,0,1
0,2,0,8,8,15,0,0,1
0,2,0,12,10,5,0,0,1
0,3,0,8,8,22,0,0,1
1,2,0,42,42,12,0,1,0
0,3,0,14,10,19,0,0,1
0,2,0,13,5,17,0,0,1
1,2,0,12,10,4,0,0,1
1,4,0,5,15,6,0,0,0
1,2,0,16,14,13,1,0,1
1,2,0,30,28,10,0,0,1
0,3,0,11,7,11,0,1,1
1,2,0,24,24,19,0,1,1
1,1,0,22,17,14,0,0,1
0,2,0,5,5,4,0,0,1
0,2,0,5,1,5,0,0,0
0,2,0,6,3,20,0,0,1
1,3,0,19,12,16,0,0,1
1,2,0,36,32,5,0,0,1
1,3,0,35,13,10,0,0,1
0,3,0,14,9,8,0,0,1
0,3,0,17,11,6,0,0,1
0,2,0,15,10,6,0,0,1
0,3,1,3,3,5,0,0,1
1,4,0,18,15,11,0,0,1
0,1,0,20,12,20,0,1,1
0,3,0,15,12,12,0,1,1
0,1,0,12,7,10,0,0,1
0,3,0,15,6,9,0,0,1
0,0,0,4,3,23,0,0,1
0,2,1,10,4,9,0,0,1
0,3,0,20,6,3,0,0,1
0,2,0,9,4,7,0,0,1
0,2,0,8,0,9,0,0,1
1,3,0,20,15,17,0,0,1
0,2,0,11,7,16,0,0,1
0,3,0,7,3,24,0,0,1
0,3,0,17,7,13,0,0,1
0,1,0,8,5,9,0,0,1
0,1,0,13,2,14,0,0,1
0,2,0,4,2,11,0,1,1
1,2,0,13,10,7,0,0,1
0,2,0,9,0,22,1,0,1
0,2,0,19,15,13,0,1,1
0,2,0,10,3,16,0,1,1
0,3,0,7,7,15,0,0,1
0,2,0,3,2,9,0,0,0
0,2,0,8,4,3,0,1,1
0,3,0,12,5,24,0,1,1
0,3,0,12,6,24,0,0,1
0,3,0,20,10,11,0,0,1
0,2,0,12,6,19,0,0,1
1,3,0,30,20,15,0,0,1
0,1,0,15,13,31,1,0,1
1,2,0,21,16,14,0,0,1
1,4,0,28,10,4,0,0,1
0,2,0,14,7,55,0,0,1
0,1,0,3,4,8,0,0,1
0,3,0,5,2,31,0,0,1
0,0,0,2,1,12,0,1,1
0,2,0,6,2,15,0,0,1
0,2,2,8,4,10,0,0,1
0,3,0,3,1,11,0,0,0
0,0,0,6,2,21,0,0,1
1,2,0,7,6,18,0,0,1
1,2,0,10,7,11,0,0,1
1,2,0,7,5,10,0,0,1
0,2,0,8,3,5,0,0,1
1,2,0,35,22,16,0,0,1
1,3,0,10,4,18,0,0,1
1,2,0,12,6,14,0,0,1
0,3,0,12,4,9,0,0,1
0,0,0,22,15,14,0,1,1
0,2,0,6,3,18,0,0,1
1,2,0,22,22,10,0,0,1
0,1,0,14,5,6,0,0,1
0,2,0,7,4,9,0,0,1
0,2,0,5,2,11,0,0,1
0,2,0,3,2,12,0,0,1
1,1,1,6,5,16,0,0,1
1,0,0,31,23,24,0,0,1
0,2,0,8,3,20,0,0,1
1,3,0,31,16,2,0,1,1
0,2,0,11,5,9,1,0,1
0,2,0,9,5,26,0,0,1
1,2,0,39,33,9,0,0,1
1,2,0,35,20,12,0,0,1
0,3,0,11,3,2,0,0,1
0,2,1,15,10,14,0,0,1
0,2,0,7,4,34,0,0,1
0,2,0,6,5,8,0,0,1
0,3,0,12,6,7,0,0,1
0,0,0,9,6,14,0,0,1
0,1,0,4,0,16,0,0,1
1,2,0,39,29,15,0,0,0
0,2,1,8,8,2,0,0,0
1,3,0,26,20,17,0,0,1
1,2,0,39,32,4,0,0,1
1,3,0,25,19,11,0,0,1
1,2,0,14,11,5,0,0,1
0,0,0,11,5,10,0,1,1
1,2,2,40,30,11,0,0,1
1,1,0,21,10,16,0,1,1
0,1,0,3,0,28,0,0,1
0,3,0,7,2,8,0,0,1
0,2,1,9,2,3,0,0,0
0,2,0,8,4,23,0,0,1
1,2,0,14,14,7,0,0,1
1,2,0,5,4,23,0,0,1
1,2,0,20,15,12,0,0,1
1,3,0,24,21,15,0,1,0
0,2,0,10,2,32,0,0,1
0,3,0,15,9,13,0,0,1
0,2,0,6,1,9,0,0,1
0,3,0,10,7,18,0,0,1
0,3,0,18,13,16,0,0,1
0,3,0,4,3,14,0,0,1
0,1,0,3,2,24,0,0,1
1,1,0,20,15,15,0,0,1
0,3,0,8,5,17,0,0,1
1,4,0,3,2,12,0,0,1
1,1,0,26,20,24,0,0,1
1,1,0,20,10,16,0,0,1
0,2,0,5,3,4,0,0,1
1,1,0,23,23,9,0,0,1
0,2,0,8,4,10,0,0,1
0,2,1,4,2,8,0,0,1
1,4,0,28,22,13,0,0,1
0,2,0,6,3,5,0,0,1
1,1,0,35,25,27,0,1,0
0,0,0,16,11,11,0,0,1
1,4,0,18,14,3,0,0,1
0,2,0,6,0,12,0,0,1
0,1,0,13,8,10,0,1,1
0,2,0,8,2,10,0,0,1
0,0,0,12,7,13,0,1,1
1,3,0,14,10,11,0,0,1
0,2,0,4,2,17,0,1,1
0,2,0,15,7,20,0,1,1
0,1,0,14,4,12,0,0,1
1,3,0,38,30,16,0,0,1
0,2,0,5,3,11,0,0,1
0,3,0,10,7,12,0,0,1
0,2,0,4,1,20,0,0,1
0,2,0,4,3,10,0,0,1
0,2,0,10,5,15,0,0,1
1,2,0,32,25,12,0,0,1
0,2,0,5,3,8,0,0,1
0,3,0,7,2,6,0,0,0
0,3,0,12,4,21,0,0,1
1,2,0,26,20,7,0,0,1
0,1,0,7,3,11,0,0,0
1,3,0,6,0,6,0,0,1
0,2,0,8,5,15,0,0,1
0,2,0,3,1,14,0,0,1
0,3,0,10,8,15,0,0,1
1,1,0,18,12,14,0,0,1
0,1,0,8,5,15,0,1,1
1,1,0,24,20,9,0,1,1
0,2,0,8,1,14,0,0,1
1,3,0,12,10,3,0,0,1
1,3,0,10,5,14,0,0,1
1,2,0,36,35,18,0,0,0
0,2,0,12,3,10,1,0,1
1,3,0,20,12,1,0,0,0
0,3,0,20,10,27,0,0,1
1,1,0,7,5,9,0,0,1
0,1,1,2,1,5,0,1,1
0,2,0,8,7,17,0,1,1
1,2,0,21,16,9,1,0,1
1,3,0,22,15,3,0,0,1
0,2,0,7,5,15,0,0,1
0,2,0,5,2,21,0,0,1
1,3,0,36,26,13,0,0,1
1,2,0,2,1,2,0,0,0
0,1,0,4,1,11,0,1,1
0,2,0,11,7,20,0,0,1
1,1,0,25,12,7,0,0,1
1,2,0,25,18,6,0,0,1
0,2,0,10,7,13,0,0,1
0,2,0,12,6,16,0,1,1
0,1,0,10,4,10,0,1,1
0,2,0,8,7,9,0,0,1
0,1,0,12,4,7,0,0,1
0,0,0,4,2,17,0,0,1
0,3,0,20,15,14,0,0,1
0,2,0,1,1,3,0,0,1
0,2,0,6,3,6,0,0,1
1,2,0,25,15,29,0,0,1
0,2,0,10,3,17,0,0,0
1,1,0,20,12,11,0,0,1
0,3,1,10,7,10,0,1,1
1,2,0,7,7,15,0,1,1
1,1,0,20,20,12,0,0,1
0,1,0,9,5,18,0,1,1
0,3,0,17,8,10,0,1,1
1,3,0,5,3,4,0,0,1
0,2,0,5,3,23,0,0,1
1,3,0,24,22,12,0,1,1
1,2,0,24,13,13,0,0,0
0,2,0,7,2,13,0,0,1
1,2,0,5,1,11,0,0,0
1,3,0,25,14,31,0,0,1
1,2,0,15,11,6,0,0,1
0,2,0,15,10,10,0,0,1
1,3,0,27,23,13,0,1,1
0,2,0,5,4,25,0,0,1
0,2,0,9,8,6,0,1,1
1,2,0,24,23,17,0,1,1
0,3,0,12,3,17,0,1,1
0,2,0,7,4,4,0,0,1
1,2,0,18,13,15,1,0,1
0,2,0,9,7,13,0,0,1
1,2,0,12,35,12,0,1,1
1,2,0,20,20,15,0,0,1
1,1,0,13,11,9,0,0,1
0,3,0,13,8,17,0,0,1
1,2,0,10,8,7,0,1,1
0,3,0,7,2,8,0,0,1
0,3,0,4,3,2,0,0,0
0,1,0,6,3,11,0,1,1
0,2,0,11,3,10,0,1,1
0,2,0,2,1,1,0,0,1
0,2,0,1,0,10,0,0,1
0,2,0,12,6,16,0,0,1
0,3,2,10,2,9,0,0,1
0,2,0,12,10,17,0,0,0
0,2,0,17,14,17,0,0,1
0,2,0,7,3,22,0,0,1
0,2,0,5,4,16,0,0,1
0,2,1,12,6,5,0,0,1
0,3,0,13,7,8,0,0,1
1,4,0,33,18,2,0,0,1
1,2,0,25,25,2,0,0,1
0,2,0,6,0,12,0,0,0
0,3,0,7,1,10,0,0,1
1,3,0,35,22,16,0,0,1
1,2,0,30,15,3,0,0,1
1,3,0,25,14,18,0,1,0
0,1,0,6,3,16,0,0,1
0,2,0,14,12,10,0,0,1
0,2,0,5,0,6,0,0,0
0,2,0,13,10,22,0,0,1
1,2,0,33,27,23,0,1,1
0,3,0,8,4,18,0,1,1
1,2,0,25,21,9,0,0,1
1,3,1,34,30,18,0,0,1
0,2,0,7,2,10,0,1,1
0,2,0,2,15,7,0,1,0
0,3,0,9,4,3,0,1,1
1,1,0,38,20,5,0,1,1
0,2,0,8,5,4,0,0,1
0,3,0,8,6,18,0,0,1
0,3,0,8,3,19,0,0,0
1,2,0,30,12,11,0,1,1
0,2,0,10,5,35,0,0,1
0,2,0,8,2,14,0,0,1
1,1,0,28,25,12,0,0,1
1,3,0,37,15,24,0,1,1
0,2,0,9,3,24,0,1,1
0,2,1,8,4,11,0,1,1
0,2,0,8,5,8,0,0,1
0,2,0,8,4,4,0,0,1
0,1,0,9,4,13,0,0,1
0,2,0,10,6,15,0,0,1
0,4,0,14,5,11,0,0,1
0,2,0,7,3,6,0,0,0
1,2,0,18,14,9,0,0,1
0,2,0,11,6,4,1,0,1
0,2,0,5,2,14,0,0,1
0,2,0,5,1,10,0,1,1
1,4,0,30,15,9,0,1,0
1,3,0,8,5,6,0,0,1
0,2,0,10,9,21,0,0,1
0,2,1,9,5,19,0,1,1
0,0,0,7,7,10,0,0,1
0,0,0,12,1,14,0,1,1
0,1,0,5,2,4,0,0,1
0,1,0,10,2,11,0,1,1
0,2,0,3,2,6,0,1,1
0,2,0,7,5,35,0,0,1
0,1,0,5,3,16,0,0,1
1,2,0,28,25,22,0,1,1
0,2,0,12,3,16,0,0,1
0,1,0,20,9,5,0,0,1
1,3,0,21,12,11,0,0,1
1,3,0,20,23,11,0,0,1
0,3,0,9,5,12,0,0,1
0,2,0,12,6,21,0,0,1
0,2,0,10,9,8,0,1,1
1,2,1,7,7,12,0,0,1
0,2,0,8,6,23,0,0,1
0,3,0,4,3,19,0,0,1
0,0,0,2,1,20,0,0,1
0,2,0,6,2,14,0,0,1
0,2,0,9,8,4,0,0,1
0,2,0,0,0,17,0,1,1
1,3,0,22,18,24,0,0,1
0,3,0,4,2,17,0,1,1
1,2,0,32,27,5,0,0,1
0,2,0,10,10,23,0,1,1
0,2,0,18,16,26,0,0,1
0,3,0,14,5,10,0,0,1
1,3,0,24,20,16,0,0,0
0,1,0,7,6,7,0,0,1
0,2,0,7,3,12,0,0,1
0,2,0,5,1,9,0,0,1
0,1,0,5,2,12,0,0,1
0,2,0,3,2,19,0,0,1
0,3,0,8,7,14,0,0,1
1,0,0,12,9,8,0,0,1
1,2,0,25,18,15,0,1,1
1,1,0,27,27,4,0,0,1
0,1,0,16,4,17,0,0,1
1,2,0,30,14,16,0,0,0
0,2,0,8,6,10,0,0,1
1,2,0,35,28,21,0,0,1
0,3,0,11,5,8,0,0,1
1,4,0,24,12,6,0,0,1
0,0,0,14,7,5,0,0,1
1,2,0,34,30,17,0,0,1
1,2,0,25,21,9,0,0,1
0,2,0,8,6,8,0,0,1
0,2,0,8,6,11,0,0,1
1,2,0,25,21,10,0,0,1
0,2,0,20,20,38,0,0,0
0,2,0,12,9,15,0,0,0
1,1,0,43,38,15,0,1,1
0,2,0,6,3,28,0,1,1
0,2,0,4,3,10,0,1,1
1,3,0,32,19,17,0,0,1
1,3,0,25,20,16,0,0,1
0,1,0,17,14,4,0,0,1
0,1,0,12,6,15,0,0,1
0,2,0,14,14,10,0,0,1
0,2,0,13,11,15,0,0,1
1,1,0,21,19,8,0,0,0
0,2,0,13,3,17,1,0,1
0,1,0,1,1,6,0,1,1
0,2,0,10,1,3,0,0,1
0,2,0,10,3,13,0,0,1
0,2,0,8,4,9,0,0,1
1,2,0,29,25,5,1,0,1
0,3,0,19,5,10,0,0,1
0,4,0,12,0,3,0,0,0
0,3,0,16,10,5,0,0,1
1,4,0,8,8,3,0,0,1
0,2,0,10,5,17,0,0,1
1,2,0,3,3,15,0,0,1
0,2,0,3,2,9,0,0,1
0,2,0,12,7,17,0,0,1
0,2,0,8,4,10,0,1,1
1,4,0,30,13,9,0,0,0
1,1,0,37,35,4,0,0,1
0,2,0,6,3,12,0,0,1
0,2,0,15,10,19,0,0,1
1,3,0,34,20,11,0,0,1
1,3,0,5,5,12,0,0,0
1,1,0,7,7,9,1,1,1
0,2,0,6,3,13,0,0,1
0,1,0,7,3,9,0,0,1
0,3,2,3,2,7,0,0,1
1,2,0,25,17,24,0,0,1
0,3,0,7,4,23,0,0,1
0,2,0,7,2,14,0,0,1
